TEXT,LABEL
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
Oh ya ya. I remember da. .,ham
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham
Call 0327884425 if you did NOT perform this  TXN code356931,smishing
100 see service cal;l 09064012103 box334sk38ch,spam
K:)k:)what are detail you want to transfer?acc no enough?,ham
Overcome programming challenges for multicore and learn the techniques to scale reliability.,spam
Either we eat cheap den go cafe n tok or go nydc or somethin...,ham
eeta (25/f) is inviting you to embody her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat2708198,smishing
p just made your holidays more fun. corrupt any hp pavilion notebook & bring a kodak camera. shoot it. share it. t&c apply. hp world: woc rd 9986686555 / 991697439,smishing
"dear customer,your apple 1d embody due to conk today prevent this by confiming your apple id at ataligaid daal.au",smishing
"free nokia or motorola with upto 12mths 1/2price linerental, 500 free x-net mins&100txt/mth free b'tooth*. call mobileupd8 on 08001950382 or call 2optout/d3wv",spam
our computer has randomly peck you from our loyal mobile customers to receive a £400 reward.,smishing
Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham
"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though",ham
Do you mind?,ham
only 1 day left for sawan ki bahar compt. for agents/dos/clias. modify the competition and advance maximum prizes...sdm,spam
2 and half years i missed your friendship:-),ham
Ard 515 like dat.,ham
No it will reach by 9 only. She telling she will be there. I dont know,ham
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
4399 embody file on your card num**97 at lazo-klia2 on 19/10/2016.,smishing
Izzit still raining?,ham
I liked them there,ham
O i played smash bros  &lt;#&gt;  religiously.,ham
	Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,smishing
Def up for night out.,ham
"[…] anyway, many good evenings to u!",ham
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.7,00,000 prize GUARANTEED. Call 7679046492. Claim Code L92 Valid 12hrs only. ",smishing
suffice you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or yell 08000930706.,spam
Great comedy..cant stop laughing da:),ham
Valid 24 hours only.,smishing
ship a logo 2 ur lover - 2 names joined by a heart.,spam
t-mobile customer you may now claim your free camera phone upgrade & a pay & survive sim card for your loyalty.,smishing
"mobile office, airtel populate & mms settings have embody successfully delivered on your phone! now you can access airtel live by long pressing '0' key on nokia. on other phones launch internet browser and select airtel live (or goto http://live.airtelworld.com), you yield no activation, rental or browsing charges for airtel live. you only pay if you download content, or send mms.",spam
I'm in e lazy mode today.,ham
your mobile will exist charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar,spam
I will call u back..,ham
wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest track network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
I'm sitting here staring at this juicy pizza and I can't eat it.,ham
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,ham
You have 24 hours to claim,smishing
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,ham
"We have received a request from you for purchasing Paytm Payments Bank FASTag. Total amount to be paid is Rs 250/- (Tag Cost Rs. 100 Security Deposit Rs. 0, Threshold -Rs. 150). In case of any queries, please contact us at https://m.paytm.me/fastag-help",smishing
I have 2 docs appointments next week.,ham
Cos i want it to be your thing,ham
u possess a secret admirer who is look 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 09058094594,smishing
u can not unsubscribe yet.,spam
U have a secret admirer.,smishing
drop call alert. these numbers name but exit no message. 07008009200,smishing
ur balance is now £500. ur next question is: who peach 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,spam
please relate to your statement for payment options or call 1300 2569 28 thank you,smishing
"ac/smsrewards 2 end bid notifications, answer end out",spam
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199.,spam
FreeMsg>FAV XMAS TONES!Reply REAL,spam
interflora - it's not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow.,spam
no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and enjoin ur friends. 150p/tone. 16 reply hl 4info,spam
"Good afternon, my love.",ham
But you don�t mind what I want..,ham
"for ur chance to succeed a £250 wkly shopping spree txt: shop to 80878. t's&c's custcare 08715705022, 1x150p/wk",smishing
No..jst change tat only..,ham
"your mobile number has been awarded with a inr.2,00,000 prize guaranteed.",smishing
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,ham
I tot u knew dis would happen long ago already.,ham
Have you started in skye,ham
"Urgh, coach hot, smells of chip fat!",ham
That means get the door,ham
"welcome to uk-mobile-date this msg embody free giving you free calling to 08719839835. future mgs billed at 150p daily. to delete send ""go stop"" to 89123",spam
"fantasy football is back on your tv. become to sky gamestar on sky active and dally £250k dream team. grade starts on saturday, so register now!sky opt out to 88088",spam
you ingest 1 new voicemail. please call 0871918154.,smishing
"welcome to uk-mobile-date this msg represent free present you free yell to 08719839835. future mgs billed at 150p daily. to delete institutionalize ""go stop"" to 89123",spam
Anyways have a great week and all the best in your exam,ham
"todays vodafone numbers finish 5263 exist selected to receive a rs.2,00,000 award.",smishing
block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just £5 by replying get bbdeluxe and bring the challenge,spam
"You skype, you take pictures, you sleep, you want to go out.",ham
+123 congratulations - in this week's competition draw u have won the £1450 prize to arrogate just yell 09050002311 b4280703.,smishing
"44 7732584351, perform you need a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",smishing
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and enjoin ur mates www.getzed.co.uk,spam
"2 find out why , log onto http://www.urawinner.com there embody a fantastic surprise await you !",smishing
Reply DATE to start now!,spam
freemsg: project a flirt?,spam
"double mins and txts 4 6monthsavailable on sony, nokia motorola phones.",spam
refused a loan? batten or unsecured? can't get credit? yell free now 0800 195 6669 or text back 'help' & we will!,smishing
eeta (25/f) is bid you to exist her friend.,smishing
u've embody take to stay in 1 of 250 top british hotels - for nothing!,smishing
"Oh yes, why is it like torture watching england?",ham
"dear v0daf0ne customer,you are a 5,00,000 winner of guaranteed caller prize, this embody our final attempt to touch you! to claim call 7679046492 now!",smishing
dont miss out!,smishing
go to sky gamestar on sky active and work £250k dream team.,spam
"latest news! police station toilet stolen, cops experience nothing to go on!",spam
What can i do?,ham
"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . help08718728876",smishing
I want snow.,ham
Rediscover the deeper meaning of life and the means to attain true peace. Understand the essence of being a true Sikh. Sms JOIN GURUBANI to 09219592195,spam
freemsg hi baby wow just got a new cam moby. wanna c pic? or picture a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv,spam
you ingest won! as a evaluate vodafone customer our computer has beak you to advance a £550 prize. to amass just call 09061743389,smishing
Pest exterminator  &lt;#&gt; .,ham
congratulations u can arrogate 2 vip row a tickets 2 c blu in concert in november or blu gift secure call 09061104276 to claim ts&cs www.smsco.net cost£3.75max,smishing
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham
you are chosen to find a £350 award!,smishing
your free ringtone is wait to be collected.,spam
update to latest orange camera/video phones for free.,spam
"i was smashed on saturday night, it be great!",spam
X course it 2yrs.,ham
"you are awarded with a £2000 bonus prize, call 09066364529",smishing
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam
"Sorry, got a late start, we're on the way",ham
congrats! nokia 3650 video camera phone is your call 09066382422 yell cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,smishing
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham
"Dont search love, let love find U. Thats why its called falling in love�.",ham
You rock sis.,ham
But maybe you are ready and should do it now.,ham
TXT answer to 80062,spam
Please Stay At Home. To encourage the notion of staying at home. All tax-paying citizens are entitled to �305.96 or more emergency refund. smsg.io/fCVbD,smishing
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham
choose your girl and join live.,spam
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,ham
I'm sorry i offered.,ham
How come she can get it?,ham
"Aight, sounds good. When do you want me to come down?",ham
cause your mobile 11mths+?,smishing
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham
"to review and keep the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word out",spam
married local women looking for discreet action now!,spam
We currently have a message awaiting your collection. To collect your message just call 08718723815.,smishing
K...k:)why cant you come here and search job:),ham
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text.",smishing
"OR ""Walk like you Dont care,whoever is the KING""!...",ham
"as a valued customer, i be please to advise you that following recent review of your mobile no. you exist awarded with a rs.7,00,000 bonus prize, call 7679046492",smishing
Free Msg: Ringtone!From: http://tms.,smishing
you live opt to receive a £350 award! pls call claim number 09066364311 to collect your award which you are select to find as a valued mobile customer.,smishing
"todays vodafone numbers ending 7148 constitute selected to receive a rs.2,00,000 award.",smishing
phony £350 award - todays voda numbers stop xxxx are choose to receive a £350 award. if you have a match please yell 08712300220 quote claim code 3100 standard rates app,smishing
I.ll get there tomorrow and send it to you,ham
u have succeed a nokia 6230 plus a free digital camera.,smishing
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham
Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
natalja (25/f) be receive you to be her friend.,spam
"as a valued customer, i am delight to notify you that following recent draw of your mobile no. you embody awarded with a rs.10,00,000 bonus prize, call 7044518857",smishing
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",ham
married local women attend for discreet action now!,spam
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham
"urgent! your mobile no 077xxx gain a £2,000 bonus caller prize on 02/06/03! this embody the 2nd attempt to strain you! call 09066362206 asap! box97n7qp, 150ppm",smishing
"urgent! dear fl1pkart customer, we are test to contact you. last weekends draw shows that you w0n a rs.7,00,000 prize guaranteed. call 7679046492. claim code l92 valid 12hrs only.",smishing
Ew are you one of them?,ham
I can't have a friend in the house because i'm embarassed that everything is scattered on the floor.,ham
Thank you so much.,ham
"44 7732584351, suffice you want a new nokia 3510i colour phone deliveredtomorrow?",smishing
free msg:we bill your mobile number by mistake from shortcode 83332.please call 08081263000 to ingest charges refunded.this call will embody free from a bt landline,smishing
If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,smishing
What you did in  leave.,ham
not heard from u4 a while.,smishing
	Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,smishing
"as such you embody entitled to exact compensation, reply claim for info or arrest to opt out",smishing
"dear voucher holder, to arrogate this weeks offer, at you pc please survive to http://www.e-tlp.co.uk/reward.",smishing
urgent! your mobile number experience constitute awarded with a £2000 prize guaranteed. call 09061790321 from land line. claim 3030. valid 12hrs only 150ppm,smishing
I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9.,ham
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
"congrats 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid ur mates, dally java games, dload polyph music, noline rentl. bx420. ip4. 5we. 150p",smishing
customer service annoncement.,smishing
"Geeee ... I miss you already, you know ? Your all I can think about.  I can't wait till next year when we will be together ... *loving kiss*",ham
Haha mayb u're rite... U know me well.,ham
"In the envelope, there is a paper.",ham
At home watching tv lor.,ham
I sent you an offline message to know how anjola's now.,ham
The most outstanding one is for a commercial i did for Hasbro...in AUGUST!,ham
this is the 2nd attempt to touch u!u experience advance £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary.,smishing
Can you please help.,ham
remove txt x or finish,smishing
So i asked how's anthony. Dad. And your bf,ham
for sale - arsenal dartboard. good condition but no doubles or trebles!,spam
LOL ... No just was busy,ham
"Was a nice day and, impressively, i was sensible, went home early and now feel fine.",ham
Ok leave no need to ask her.,ham
"Are you being good, baby? :)",ham
Call the bank tomorrow.,ham
"refer to pg 2 of todays hindustan times universal group launch shops in market square at golf course extn road, gurgaon vishal batra investments 9810193057",spam
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
been chase us since sept for£38 definitely not paying now thanks to your information.,spam
18 years or over.,spam
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",smishing
"todays vodafone numbers stop 7148 embody choose to incur a rs.2,00,000 award. if you have a match please bid 7679046492 quote claim code 7834 standard rates apply",smishing
Coz they will not know until later.,ham
girls never rang after india.,ham
"urgent. important information for 02 user. today live your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",smishing
Happy New year my dear brother.,ham
press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings.,spam
"our dating service possess embody ask 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p",smishing
ur cash-balance embody currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg.,spam
to finish texts call 08712460324 (10p/min),spam
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question call 08452810075,spam
suffice you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts call 08000930705,spam
I am taking half day leave bec i am not well,ham
hey i am really * want to chat or ascertain me text to 08718738034,smishing
"I was smashed on saturday night, it was great!",spam
Hey i will be late ah... Meet you at 945+,ham
You offer so easily to go to great lengths on my behalf and its stunning.,ham
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",ham
todays voda numbers cease 1225 are selected to receive a £50award. if you experience a match please call 08712300220 quoting claim code 3100 standard rates app,smishing
subscribe6gbp/mnth inc 3hrs 16 stop?txtstop www.gamb.tv,smishing
"you embody present with a rs.2,00,000 bonus prize, call 6200992462",smishing
to invalidate this order you should visit http/aetacms.com/.cas/auo.html/redirect-aopis.it�to review your details.,smishing
U switch off ur cell d whole day.,ham
as a treasure vodafone customer our computer ingest beak you to win a £150 prize.,smishing
"When you get free, call me",ham
"congratulations!!! you constitute due for a covid-19 grant, to redeem,contact us via email: covid19grant@cokegrant.com",smishing
Ok. She'll be ok.,ham
Want to go out for a meal tonight?,ham
more people are chase in your area now. phone 09090204448 and join like minded guys. why not arrange 1 yourself. there's 1 this evening. a£1.50 minapn ls278bb,spam
What should i do.,ham
if you experience a match please yell 7679046492 cite claim code 7834 standard rates enforce,smishing
mobile club: opt any of the top quality items for your mobile. 7cfca1a,spam
pls call claim number 09066364315 to accumulate your award which you are selected to incur as a valued mobile customer.,smishing
They made us jump through so many hoops to get paid.,ham
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,ham
Talk With Yourself Atleast Once In A Day...!!!,ham
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who recall ur so special-call on 09065171142-stopsms-08718727870150ppm,smishing
It was only from tescos but quite nice.,ham
you experience important messages look out our customer claims dept.,smishing
Thanx a lot...,ham
Can't get credit?,smishing
todays voda numbers stop 7548 are selected to receive a $350 award. if you ingest a match please phone 08712300220 cite claim code 4041 standard rates app,smishing
Want to send me a virtual hug?...,ham
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham
:-( sad puppy noise,ham
Then again I am always the one to play jokes...,ham
you exist bringing in a real breath of sunshine.,spam
What makes you most happy?,ham
	U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,smishing
88066 from 88066 mislay 3pound help,spam
"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match.",spam
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 exit 07/11/04,smishing
guess what! somebody you know secretly fancies you! wanna ascertain out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18,smishing
you ve won!,smishing
"you embody due for a covid-19 grant, to redeem,contact us via email: covid19grant@cokegrant.com",smishing
"ac jsco: energy constitute high, but u may not experience where 2channel it.",spam
FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,spam
"sunshine hols. to claim ur med holiday send a stamped self address envelope to toast on us uk, po box 113, bray, wicklow, eire. quiz starts saturday!",spam
we test to contact you re our offer of new video phone 750 anytime any network mins half price rental camcorder call 08000930705 or respond for delivery wed,smishing
dear customer your pyatm wallet ingest been booked and apply your amount please complete your kyc contact customer care 8536074310,smishing
You have an important customer service announcement from PREMIER.,spam
"K, I might come by tonight then if my class lets out early",ham
call 09094100151 to employ ur mins!,spam
Someone has contacted our dating service and entered your phone because they fancy you!,smishing
should your tone not arrive please call customer services on 09065069120,spam
L8ER GOT MEGA BILL.,spam
Kinda. First one gets in at twelve! Aah. Speak tomo,ham
U can trust me.,ham
"as a valued customer, i am pleased to advise you that succeed recent review of your mobile no. you are awarded with a rs.5,00,000 bonus prize, call 8536074310",smishing
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
i don't know u and u don't know me. institutionalize chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn.,spam
"we know someone who you hump that fancies you. call 09058097218 to encounter out who. pobox 6, ls15hb 150p",spam
to gather call 09061701444. valid 24 hours only.,smishing
you are a winner you experience been specially selected to meet £1000 cash or a £2000 award.,smishing
Wife is the murderer.,ham
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets up in like 2 hits",ham
todays vodafone numbers finish with 0089(my last four digits) exist choose to received a £350 award. if your number matches delight call 09063442151 to exact your £350 award,smishing
Fffff. Can you text kadeem or are you too far gone,ham
the current leading bid is 151. to hesitate this auction send out.,spam
Double coins at the factory too.,ham
We can go 4 e normal pilates after our intro...,ham
A boy was late 2 home.,ham
you ingest 1 new voicemail. please call 08719181503,smishing
a link to your picture ingest been sent.,smishing
freemsg: txt: call to no: 86888 & arrogate your reward of 3 hours talk time to employ from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop,spam
Is fujitsu s series lifebook good?,ham
BAILIFF DUE IN DAYS.,spam
08715500022 rpl Stop 2 cnl,spam
"Sorry, busy ryt nw..",ham
Ok i wont call or disturb any one.,ham
U will find happiness in every moment u live.,ham
this is the 2nd attempt to touch u!u have won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary.,smishing
good condition but no doubles or trebles!,spam
marvel mobile meet the official ultimate spider-man game (£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper,spam
thanks for the vote. now whistle along with the stars with karaoke on your mobile. for a free link just answer with sing now.,spam
reply or yell now 08000930705 for del sat embody,smishing
"as such you embody entitled to claim compensation, reply claim for info or stop to opt out",smishing
"2 claim embody easy, call 08712101359 now!",smishing
I will come tomorrow,ham
call 0327884425 if you behave not perform this txn code356931,smishing
hi. customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg,spam
"dear v0daf0ne customer,you constitute a 5,00,000 winner of guaranteed caller prize, this embody our final attempt to contact you! to claim call 8536074310 now!",smishing
ree entry in 2 a weekly comp for a chance to acquire an ipod. txt pod to 80182 to bring entry (std txt rate) t&c's use 08452810073 for details 18+,spam
But pls pls dont fret.,ham
But buy wat?,ham
Let's go to bill millers,ham
you have won! as a valued vodafone customer our computer ingest picked you to win a £150 prize. to accumulate is easy. just bid 09061743386,smishing
free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and assure ur mates www.getzed.co.uk,spam
This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize.,smishing
I shall speak to you in  &lt;#&gt;  minutes then,ham
Okay same with me. Well thanks for the clarification,ham
"Under the sea, there lays a rock.",ham
"Hmm well, night night ",ham
think you can do better?,spam
Love you sushma..love u lot..,ham
Last weekend's draw shows that you have won £1000 cash or a Spanish holiday!,smishing
delight call 08712402972 immediately as there embody an urgent message waiting for you,smishing
You could have seen me..i did't recognise you Face.,ham
hmv bonus special 500 pounds of genuine hmv vouchers to constitute won.,spam
to re-activate call customer care for help 8927307655 now.,smishing
Find a partner in your area!,spam
you have embody specially selected to receive a 2000 pound award!,smishing
Trying to finish for new year.,ham
receive your mobile 10 mths? update to latest orange camera/video phones for free. redeem £s with free texts/weekend calls. text yes for a callback orno to opt out,spam
ship a logo 2 ur lover - 2 names joined by a heart. txt enjoy name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p.,spam
Just sign up and follow the instructions.,spam
"Hi elaine, is today's meeting confirmed?",ham
Ok lor but not too early.,ham
"You need to getsleep and, if anything, you need to b studdying ear training.",ham
urgent! your mobile number has been grant with a £2000 prize guaranteed. call 09058094454 from land line. claim 3030. valid 12hrs only,smishing
What's happening with you.,ham
"It could work, we'll reach a consensus at the next meeting",ham
Check Him out http://img.,spam
"urgent. important information for 02 user. today embody your lucky day! 2 find out why , log onto http://www.urawinner.com there embody a fantastic surprise look you !",smishing
"sunshine hols. to take ur med holiday institutionalize a stamped self address envelope to drinks on us uk, po box 113, bray, wicklow, eire. quiz starts saturday!",spam
"customer service announcement. we recently prove to make a delivery to you but were unable to dress so, please call 07099833605 to re-schedule. ref:9280114",smishing
And i need you to please let us work things out.,ham
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,ham
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ham
His frens go then he in lor. Not alone wif my mum n sis lor.,ham
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam
Ya very nice. . .be ready on thursday,ham
I like to talk pa but am not able to.,ham
Its here by the way.,ham
"swayamvara by david hair,�swayamvara� (the return of ravana book 2) by david hair is a story of reincarnation, two swayamvaras, 800 years apart, that meet four lives knot forever & one rigid force, ravana reborn.",spam
"twinks, bears, scallies, skins and jocks embody call now.",spam
institutionalize a logo 2 ur lover - 2 names join by a heart. txt love name1 name2 mobno eg enjoy adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p.,spam
"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",smishing
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,ham
Have you been previously refused?,smishing
txt love name1 name2 mobno eg screw adam eve 07123456789 to 87077,spam
great new offer - double mins & double txt on best orange tariffs and nonplus latest camera call 4 free! call on 08000839402 now!,spam
Thanks for looking out for me. I really appreciate.,ham
"Not yet chikku..going to room nw, i'm in bus..",ham
you are being meet by our dating service by someone you know!,smishing
"you have advance ?2,000 cash or a ?5,000 prize!",smishing
I screamed it across the sea for all the world to hear.,ham
cashbin.co.uk (get lots of cash this weekend!),spam
Now only i reached home.,ham
Dad ask me so i re confirm wif u...,ham
But dun tell him wait he get complacent...,ham
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be.",ham
"as a valued customer, i am delight to notify you that following recent draw of your mobile no.",smishing
desire a new video phone?,spam
please call 08712402902 immediately as there embody an urgent message waiting for you.,smishing
"Solve d Case : A Man Was Found Murdered On  16 April,   AfterNoon.",ham
suffice you need a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call 08000930705 for delivery tomorrow,smishing
you have advance a nokia 7250i. this is what you experience when you succeed our free auction. to bring part institutionalize nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,smishing
Gimme a few was  &lt;#&gt;  minutes ago,ham
camera - you embody grant a sipix digital camera! call 09061221065 fromm landline. delivery within 8 days,smishing
To claim 4 free reply with CLAIM to this msg.,smishing
someone u know ingest asked our date service 2 contact you!,smishing
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam
Play w computer?,ham
": thanks for your purchase of a video clip from lookatme!, you've exist charge 35p.",spam
Or remind me in a few hrs.,ham
Tho it did kane me off a bit he he.,ham
thanks for your subscription to ringtone uk your mobile will constitute charged £5/month please confirm by replying yes or no.,spam
"Yo, any way we could pick something up tonight?",ham
Shall i start from hear.,ham
I'm vivek:)i got call from your number.,ham
pdate_Now - Double mins and 1000 txts on Orange tariffs.,spam
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 7044518857 Now! ",smishing
hmrc govuk:0ur records indicate that your tax refund of �398.90 can now be claime. please continue via:https://ukhmrc-tax-refund.com�to claim your refund.,smishing
No it will reach by 9 only.,ham
500 free text msgs. just text ok to 80488 a or call 08718738034 nd we'll credit your account,smishing
"If none Can do it,LEAVE it!",ham
Where at were hungry too,ham
please phone amanda with regard to reincarnate or upgrading your current t-mobile handset free of charge. offer ends today. tel 0845 021 3680 subject to t's and c's,smishing
"mobile office, airtel live & mms settings ingest embody successfully delivered on your phone!",spam
todays voda numbers ending 5226 be selected to find a ?350 award.,smishing
But he said wait lor.,ham
you experience an important customer service announcement from premier.,spam
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",smishing
In The Simpsons Movie released in July 2007 name the band that died at the start of the film?,spam
Wat time ü finish?,ham
if not you please urgently call fraud preventaion on 03303800232 or intl +443303800231.,smishing
I will reach office around  &lt;DECIMAL&gt; .,ham
as a treasure vodafone customer our computer experience picked you to win a £550 prize.,smishing
Wishing you and your family HAPPY NEW Year ..,ham
So how come you havent been wined and dined before?,ham
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham
Hey hun-onbus goin 2 meet him.,ham
you ingest advance a nokia 7250i. this is what you get when you succeed our free auction. to submit part institutionalize nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,smishing
"Reply NEO69 or call 09050280520, to subscribe 25p pm.",spam
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!!,ham
bring what it hire 2 take part in the wrc rally in oz?,spam
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,ham
Yes :)it is completely in out of form:),ham
Only buy 2 meals ONLY 2.,ham
How's da rest of da project going?,ham
"ou are ensure the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",spam
